시도,시군구,사고유형대분류,사고유형중분류,사고유형,사고건수,사망자수,중상자수,경상자수,부상신고자수
경기,가평군,차대사람,차도통행중,차도통행중,1,0,1,0,0
경기,가평군,차대사람,길가장자리구역통행중,길가장자리구역통행중,3,0,1,1,1
경기,가평군,차대사람,보도통행중,보도통행중,3,0,2,2,0
경기,가평군,차대사람,기타,기타,36,1,13,26,2
경기,가평군,차대차,정면충돌,정면충돌,25,1,10,43,3
경기,가평군,차대차,측면충돌,측면충돌,153,1,43,221,17
경기,가평군,차대차,후진중충돌,후진중충돌,3,0,1,4,0
경기,가평군,차대차,추돌,추돌,55,0,29,84,5
경기,가평군,차대차,기타,기타,68,0,27,86,4
경기,가평군,차량단독,전도,전도,3,0,0,3,0
경기,가평군,차량단독,전복,전복,3,0,0,3,0
경기,가평군,차량단독,공작물충돌,공작물충돌,13,2,6,7,2
경기,가평군,차량단독,주/정차차량 충돌,주/정차차량 충돌,1,0,1,0,0
경기,가평군,차량단독,도로이탈,도로이탈 추락,6,1,2,3,0
경기,가평군,차량단독,기타,기타,8,1,4,7,0
경기,양평군,차대사람,횡단중,횡단중,25,2,10,16,0
경기,양평군,차대사람,차도통행중,차도통행중,8,0,6,2,1
경기,양평군,차대사람,길가장자리구역통행중,길가장자리구역통행중,3,0,1,2,0
경기,양평군,차대사람,보도통행중,보도통행중,11,0,5,5,3
경기,양평군,차대사람,기타,기타,41,1,15,23,4
경기,양평군,차대차,정면충돌,정면충돌,24,1,17,34,2
경기,양평군,차대차,측면충돌,측면충돌,92,1,30,113,16
경기,양평군,차대차,후진중충돌,후진중충돌,3,0,0,4,0
경기,양평군,차대차,추돌,추돌,125,2,39,168,23
경기,양평군,차대차,기타,기타,223,2,87,222,48
경기,양평군,차량단독,전도,전도,3,1,0,2,0
경기,양평군,차량단독,전복,전복,2,0,0,1,1
경기,양평군,차량단독,공작물충돌,공작물충돌,19,1,9,12,6
경기,양평군,차량단독,도로이탈,도로이탈 추락,3,0,1,1,1
경기,양평군,차량단독,기타,기타,9,2,3,20,2
경기,이천시,차대사람,횡단중,횡단중,75,5,33,41,5
경기,이천시,차대사람,차도통행중,차도통행중,21,0,10,9,3
경기,이천시,차대사람,길가장자리구역통행중,길가장자리구역통행중,16,0,4,12,0
경기,이천시,차대사람,보도통행중,보도통행중,5,0,1,3,1
경기,이천시,차대사람,기타,기타,92,3,38,51,6
경기,이천시,차대차,정면충돌,정면충돌,63,3,20,65,10
경기,이천시,차대차,측면충돌,측면충돌,337,2,95,419,33
경기,이천시,차대차,후진중충돌,후진중충돌,11,0,1,19,0
경기,이천시,차대차,추돌,추돌,216,10,58,351,19
경기,이천시,차대차,기타,기타,231,7,49,270,21
경기,이천시,차량단독,전도,전도,5,1,1,2,1
경기,이천시,차량단독,공작물충돌,공작물충돌,22,2,13,12,1
경기,이천시,차량단독,도로이탈,도로이탈 추락,1,0,1,1,0
경기,이천시,차량단독,기타,기타,7,0,2,4,2
경기,용인시,차대사람,횡단중,횡단중,263,8,125,134,9
경기,용인시,차대사람,차도통행중,차도통행중,39,2,12,22,3
경기,용인시,차대사람,길가장자리구역통행중,길가장자리구역통행중,20,0,6,10,5
경기,용인시,차대사람,보도통행중,보도통행중,28,1,11,14,2
경기,용인시,차대사람,기타,기타,210,3,67,119,37
경기,용인시,차대차,정면충돌,정면충돌,72,0,35,78,18
경기,용인시,차대차,측면충돌,측면충돌,1189,5,308,1446,227
경기,용인시,차대차,후진중충돌,후진중충돌,39,0,5,38,7
경기,용인시,차대차,추돌,추돌,664,8,185,1034,195
경기,용인시,차대차,기타,기타,831,3,201,961,218
경기,용인시,차량단독,전도,전도,14,0,3,4,14
경기,용인시,차량단독,전복,전복,3,1,0,1,2
경기,용인시,차량단독,공작물충돌,공작물충돌,52,3,26,13,20
경기,용인시,차량단독,도로이탈,도로이탈 추락,2,0,0,0,2
경기,용인시,차량단독,도로이탈,도로이탈 기타,2,0,0,2,0
경기,용인시,차량단독,기타,기타,57,0,25,40,14
경기,안성시,차대사람,횡단중,횡단중,36,1,19,19,2
경기,안성시,차대사람,차도통행중,차도통행중,7,0,3,4,0
경기,안성시,차대사람,길가장자리구역통행중,길가장자리구역통행중,8,0,4,4,1
경기,안성시,차대사람,보도통행중,보도통행중,3,0,1,2,0
경기,안성시,차대사람,기타,기타,87,6,27,52,7
경기,안성시,차대차,정면충돌,정면충돌,42,2,32,57,4
경기,안성시,차대차,측면충돌,측면충돌,279,1,72,361,55
경기,안성시,차대차,후진중충돌,후진중충돌,10,0,4,7,4
경기,안성시,차대차,추돌,추돌,173,1,43,287,31
경기,안성시,차대차,기타,기타,304,3,85,398,65
경기,안성시,차량단독,전도,전도,5,2,1,1,1
경기,안성시,차량단독,공작물충돌,공작물충돌,36,0,23,16,15
경기,안성시,차량단독,주/정차차량 충돌,주/정차차량 충돌,1,0,1,0,0
경기,안성시,차량단독,도로이탈,도로이탈 기타,1,0,0,1,0
경기,안성시,차량단독,기타,기타,22,0,9,12,4
경기,김포시,차대사람,횡단중,횡단중,127,6,59,60,6
경기,김포시,차대사람,차도통행중,차도통행중,20,1,7,11,1
경기,김포시,차대사람,길가장자리구역통행중,길가장자리구역통행중,7,0,1,6,0
경기,김포시,차대사람,보도통행중,보도통행중,8,0,0,9,0
경기,김포시,차대사람,기타,기타,159,2,52,91,20
경기,김포시,차대차,정면충돌,정면충돌,65,0,27,94,3
경기,김포시,차대차,측면충돌,측면충돌,568,3,154,701,43
경기,김포시,차대차,후진중충돌,후진중충돌,16,0,0,21,0
경기,김포시,차대차,추돌,추돌,275,6,100,424,25
경기,김포시,차대차,기타,기타,470,5,151,548,64
경기,김포시,차량단독,전도,전도,5,0,1,1,3
경기,김포시,차량단독,전복,전복,3,0,5,0,0
경기,김포시,차량단독,공작물충돌,공작물충돌,18,1,6,32,5
경기,김포시,차량단독,도로이탈,도로이탈 추락,1,0,3,0,0
경기,김포시,차량단독,도로이탈,도로이탈 기타,1,0,1,0,0
경기,김포시,차량단독,기타,기타,49,0,14,35,3
경기,동두천시,차대사람,횡단중,횡단중,47,1,23,20,5
경기,동두천시,차대사람,차도통행중,차도통행중,12,1,4,7,0
경기,동두천시,차대사람,길가장자리구역통행중,길가장자리구역통행중,3,0,1,0,2
경기,동두천시,차대사람,보도통행중,보도통행중,3,1,0,2,0
경기,동두천시,차대사람,기타,기타,25,1,7,16,3
경기,동두천시,차대차,정면충돌,정면충돌,19,0,5,32,3
경기,동두천시,차대차,측면충돌,측면충돌,187,1,48,202,20
경기,동두천시,차대차,후진중충돌,후진중충돌,4,0,0,4,2
경기,동두천시,차대차,추돌,추돌,60,0,14,72,4
경기,동두천시,차대차,기타,기타,40,0,5,44,3
경기,동두천시,차량단독,전복,전복,1,0,2,0,0
경기,동두천시,차량단독,공작물충돌,공작물충돌,9,1,4,2,2
경기,동두천시,차량단독,기타,기타,7,0,4,2,1
경기,과천시,차대사람,횡단중,횡단중,13,1,7,4,1
경기,과천시,차대사람,차도통행중,차도통행중,3,0,1,2,0
경기,과천시,차대사람,길가장자리구역통행중,길가장자리구역통행중,1,0,0,0,1
경기,과천시,차대사람,보도통행중,보도통행중,4,0,0,3,1
경기,과천시,차대사람,기타,기타,7,0,1,5,2
경기,과천시,차대차,정면충돌,정면충돌,6,0,8,9,1
경기,과천시,차대차,측면충돌,측면충돌,57,0,22,71,12
경기,과천시,차대차,후진중충돌,후진중충돌,4,0,1,4,0
경기,과천시,차대차,추돌,추돌,52,0,13,70,11
경기,과천시,차대차,기타,기타,79,0,17,91,11
경기,과천시,차량단독,공작물충돌,공작물충돌,3,0,2,1,0
경기,과천시,차량단독,기타,기타,8,0,1,6,1
경기,군포시,차대사람,횡단중,횡단중,60,1,30,29,4
경기,군포시,차대사람,차도통행중,차도통행중,3,0,0,3,0
경기,군포시,차대사람,길가장자리구역통행중,길가장자리구역통행중,5,0,1,3,1
경기,군포시,차대사람,보도통행중,보도통행중,10,0,4,5,2
경기,군포시,차대사람,기타,기타,84,2,24,51,10
경기,군포시,차대차,정면충돌,정면충돌,8,0,5,9,0
경기,군포시,차대차,측면충돌,측면충돌,158,0,55,164,43
경기,군포시,차대차,후진중충돌,후진중충돌,3,0,0,3,1
경기,군포시,차대차,추돌,추돌,82,0,30,145,13
경기,군포시,차대차,기타,기타,220,0,61,248,62
경기,군포시,차량단독,공작물충돌,공작물충돌,4,0,0,5,0
경기,군포시,차량단독,기타,기타,13,0,4,6,3
경기,남양주시,차대사람,횡단중,횡단중,210,6,100,109,11
경기,남양주시,차대사람,차도통행중,차도통행중,34,1,17,12,5
경기,남양주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,11,0,4,7,1
경기,남양주시,차대사람,보도통행중,보도통행중,21,0,4,16,2
경기,남양주시,차대사람,기타,기타,177,3,63,113,11
경기,남양주시,차대차,정면충돌,정면충돌,93,5,32,117,22
경기,남양주시,차대차,측면충돌,측면충돌,741,3,203,897,132
경기,남양주시,차대차,후진중충돌,후진중충돌,38,0,5,57,4
경기,남양주시,차대차,추돌,추돌,393,4,107,656,76
경기,남양주시,차대차,기타,기타,589,1,159,691,95
경기,남양주시,차량단독,전도,전도,17,3,3,11,4
경기,남양주시,차량단독,전복,전복,2,0,0,1,1
경기,남양주시,차량단독,공작물충돌,공작물충돌,33,2,9,23,7
경기,남양주시,차량단독,도로이탈,도로이탈 추락,2,0,0,1,1
경기,남양주시,차량단독,기타,기타,50,3,18,25,11
경기,오산시,차대사람,횡단중,횡단중,91,2,33,52,10
경기,오산시,차대사람,차도통행중,차도통행중,9,0,4,4,1
경기,오산시,차대사람,길가장자리구역통행중,길가장자리구역통행중,4,0,0,3,1
경기,오산시,차대사람,보도통행중,보도통행중,2,0,0,1,1
경기,오산시,차대사람,기타,기타,74,2,24,44,8
경기,오산시,차대차,정면충돌,정면충돌,25,0,8,33,2
경기,오산시,차대차,측면충돌,측면충돌,421,2,86,481,57
경기,오산시,차대차,후진중충돌,후진중충돌,15,0,1,19,2
경기,오산시,차대차,추돌,추돌,165,0,27,288,25
경기,오산시,차대차,기타,기타,229,1,57,246,33
경기,오산시,차량단독,전도,전도,2,0,1,0,1
경기,오산시,차량단독,공작물충돌,공작물충돌,7,0,0,12,3
경기,오산시,차량단독,기타,기타,13,0,3,6,5
경기,의왕시,차대사람,횡단중,횡단중,32,2,15,14,1
경기,의왕시,차대사람,차도통행중,차도통행중,14,2,8,3,1
경기,의왕시,차대사람,길가장자리구역통행중,길가장자리구역통행중,2,0,0,2,0
경기,의왕시,차대사람,보도통행중,보도통행중,4,0,0,3,1
경기,의왕시,차대사람,기타,기타,31,0,10,16,6
경기,의왕시,차대차,정면충돌,정면충돌,12,0,3,15,2
경기,의왕시,차대차,측면충돌,측면충돌,145,0,38,170,16
경기,의왕시,차대차,후진중충돌,후진중충돌,8,0,2,10,0
경기,의왕시,차대차,추돌,추돌,104,2,41,167,18
경기,의왕시,차대차,기타,기타,112,2,35,126,15
경기,의왕시,차량단독,전도,전도,1,0,0,1,0
경기,의왕시,차량단독,공작물충돌,공작물충돌,7,2,8,11,5
경기,의왕시,차량단독,도로이탈,도로이탈 추락,2,0,0,1,1
경기,의왕시,차량단독,기타,기타,14,0,5,7,3
경기,하남시,차대사람,횡단중,횡단중,57,5,18,35,6
경기,하남시,차대사람,차도통행중,차도통행중,9,0,6,3,0
경기,하남시,차대사람,길가장자리구역통행중,길가장자리구역통행중,3,0,0,3,0
경기,하남시,차대사람,보도통행중,보도통행중,6,0,2,4,1
경기,하남시,차대사람,기타,기타,89,1,37,40,16
경기,하남시,차대차,정면충돌,정면충돌,31,2,14,33,11
경기,하남시,차대차,측면충돌,측면충돌,244,1,69,265,40
경기,하남시,차대차,후진중충돌,후진중충돌,13,0,1,22,2
경기,하남시,차대차,추돌,추돌,161,3,50,230,26
경기,하남시,차대차,기타,기타,417,1,93,423,93
경기,하남시,차량단독,전도,전도,6,0,5,2,2
경기,하남시,차량단독,공작물충돌,공작물충돌,19,3,4,14,8
경기,하남시,차량단독,도로이탈,도로이탈 추락,1,0,0,0,1
경기,하남시,차량단독,기타,기타,26,1,4,13,9
강원,춘천시,차대사람,횡단중,횡단중,123,7,67,55,1
강원,춘천시,차대사람,차도통행중,차도통행중,17,1,9,5,2
강원,춘천시,차대사람,길가장자리구역통행중,길가장자리구역통행중,18,0,2,16,0
강원,춘천시,차대사람,보도통행중,보도통행중,22,0,7,15,2
강원,춘천시,차대사람,기타,기타,105,3,25,75,5
강원,춘천시,차대차,정면충돌,정면충돌,71,2,29,95,0
강원,춘천시,차대차,측면충돌,측면충돌,667,3,139,880,34
강원,춘천시,차대차,후진중충돌,후진중충돌,31,0,2,37,1
강원,춘천시,차대차,추돌,추돌,224,1,41,427,21
강원,춘천시,차대차,기타,기타,269,0,48,316,40
강원,춘천시,차량단독,전도,전도,3,1,1,1,0
강원,춘천시,차량단독,공작물충돌,공작물충돌,16,4,14,4,0
강원,춘천시,차량단독,도로이탈,도로이탈 추락,4,1,3,1,1
강원,춘천시,차량단독,기타,기타,20,0,2,18,2
강원,원주시,차대사람,횡단중,횡단중,170,6,74,93,6
강원,원주시,차대사람,차도통행중,차도통행중,29,4,15,10,1
강원,원주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,24,0,4,18,2
강원,원주시,차대사람,보도통행중,보도통행중,31,1,8,25,0
강원,원주시,차대사람,기타,기타,82,0,30,48,6
강원,원주시,차대차,정면충돌,정면충돌,61,5,28,69,4
강원,원주시,차대차,측면충돌,측면충돌,983,4,245,1224,60
강원,원주시,차대차,후진중충돌,후진중충돌,30,0,1,36,1
강원,원주시,차대차,추돌,추돌,355,1,82,541,37
강원,원주시,차대차,기타,기타,168,2,40,216,20
강원,원주시,차량단독,전도,전도,10,1,3,2,4
강원,원주시,차량단독,전복,전복,2,1,2,0,0
강원,원주시,차량단독,공작물충돌,공작물충돌,17,6,11,11,1
강원,원주시,차량단독,도로이탈,도로이탈 추락,4,2,2,2,0
강원,원주시,차량단독,기타,기타,19,1,5,13,0
강원,동해시,차대사람,횡단중,횡단중,35,3,13,21,0
강원,동해시,차대사람,차도통행중,차도통행중,1,0,0,1,0
강원,동해시,차대사람,길가장자리구역통행중,길가장자리구역통행중,8,0,5,3,0
강원,동해시,차대사람,보도통행중,보도통행중,5,0,4,2,0
강원,동해시,차대사람,기타,기타,20,0,5,15,0
강원,동해시,차대차,정면충돌,정면충돌,4,0,2,2,0
강원,동해시,차대차,측면충돌,측면충돌,179,0,52,203,0
강원,동해시,차대차,후진중충돌,후진중충돌,4,0,0,5,0
강원,동해시,차대차,추돌,추돌,57,0,8,92,0
강원,동해시,차대차,기타,기타,29,1,5,35,0
강원,동해시,차량단독,전도,전도,1,0,2,0,0
강원,동해시,차량단독,공작물충돌,공작물충돌,9,0,6,6,2
강원,동해시,차량단독,기타,기타,5,1,0,5,0
강원,동해시,철길건널목,철길건널목,철길건널목,1,2,0,0,0
강원,강릉시,차대사람,횡단중,횡단중,86,4,45,38,1
강원,강릉시,차대사람,차도통행중,차도통행중,19,0,5,15,1
강원,강릉시,차대사람,길가장자리구역통행중,길가장자리구역통행중,11,0,6,4,1
강원,강릉시,차대사람,보도통행중,보도통행중,11,0,8,5,0
강원,강릉시,차대사람,기타,기타,60,0,19,43,2
강원,강릉시,차대차,정면충돌,정면충돌,23,0,11,23,2
강원,강릉시,차대차,측면충돌,측면충돌,471,4,134,607,9
강원,강릉시,차대차,후진중충돌,후진중충돌,18,0,0,24,1
강원,강릉시,차대차,추돌,추돌,109,1,20,210,2
강원,강릉시,차대차,기타,기타,61,1,17,72,2
강원,강릉시,차량단독,전도,전도,2,0,4,1,0
강원,강릉시,차량단독,전복,전복,1,0,2,0,0
강원,강릉시,차량단독,공작물충돌,공작물충돌,10,3,12,9,0
강원,강릉시,차량단독,도로이탈,도로이탈 추락,1,1,0,0,0
강원,강릉시,차량단독,기타,기타,5,0,2,3,0
강원,속초시,차대사람,횡단중,횡단중,51,4,25,23,2
강원,속초시,차대사람,차도통행중,차도통행중,18,1,6,10,1
강원,속초시,차대사람,길가장자리구역통행중,길가장자리구역통행중,13,1,7,5,0
강원,속초시,차대사람,보도통행중,보도통행중,9,0,6,1,2
강원,속초시,차대사람,기타,기타,6,0,1,5,0
강원,속초시,차대차,정면충돌,정면충돌,9,0,5,11,2
강원,속초시,차대차,측면충돌,측면충돌,204,1,65,253,9
강원,속초시,차대차,후진중충돌,후진중충돌,7,0,1,12,0
강원,속초시,차대차,추돌,추돌,56,1,22,86,4
강원,속초시,차대차,기타,기타,11,0,4,11,1
강원,속초시,차량단독,전도,전도,1,0,1,0,0
강원,속초시,차량단독,공작물충돌,공작물충돌,6,0,6,3,2
강원,태백시,차대사람,횡단중,횡단중,19,1,8,10,0
강원,태백시,차대사람,차도통행중,차도통행중,4,0,1,3,0
강원,태백시,차대사람,길가장자리구역통행중,길가장자리구역통행중,1,0,0,1,0
강원,태백시,차대사람,보도통행중,보도통행중,4,0,1,3,0
강원,태백시,차대사람,기타,기타,13,0,5,8,0
강원,태백시,차대차,정면충돌,정면충돌,2,1,0,3,0
강원,태백시,차대차,측면충돌,측면충돌,76,0,17,104,1
강원,태백시,차대차,후진중충돌,후진중충돌,1,0,0,2,0
강원,태백시,차대차,추돌,추돌,34,0,5,60,1
강원,태백시,차대차,기타,기타,12,0,3,17,0
강원,태백시,차량단독,전도,전도,1,0,1,0,0
강원,태백시,차량단독,전복,전복,1,0,2,1,1
강원,태백시,차량단독,공작물충돌,공작물충돌,7,0,4,3,0
강원,태백시,차량단독,도로이탈,도로이탈 추락,1,0,0,1,0
강원,태백시,차량단독,기타,기타,1,0,0,0,1
강원,삼척시,차대사람,횡단중,횡단중,30,1,17,13,0
강원,삼척시,차대사람,차도통행중,차도통행중,14,2,6,8,0
강원,삼척시,차대사람,길가장자리구역통행중,길가장자리구역통행중,12,1,4,7,0
강원,삼척시,차대사람,보도통행중,보도통행중,6,1,3,4,0
강원,삼척시,차대사람,기타,기타,14,0,6,8,0
강원,삼척시,차대차,정면충돌,정면충돌,39,0,20,51,0
강원,삼척시,차대차,측면충돌,측면충돌,177,4,53,231,2
강원,삼척시,차대차,후진중충돌,후진중충돌,8,0,0,11,0
강원,삼척시,차대차,추돌,추돌,57,0,12,92,6
강원,삼척시,차대차,기타,기타,10,0,6,13,0
강원,삼척시,차량단독,전도,전도,9,2,5,5,0
강원,삼척시,차량단독,전복,전복,3,5,8,4,0
강원,삼척시,차량단독,공작물충돌,공작물충돌,26,0,11,18,2
강원,삼척시,차량단독,도로이탈,도로이탈 추락,2,0,0,3,0
강원,삼척시,차량단독,도로이탈,도로이탈 기타,3,0,2,5,0
강원,삼척시,차량단독,기타,기타,4,0,5,1,0
강원,홍천군,차대사람,횡단중,횡단중,20,1,5,14,1
강원,홍천군,차대사람,차도통행중,차도통행중,8,0,1,5,2
강원,홍천군,차대사람,기타,기타,38,3,15,22,2
강원,홍천군,차대차,정면충돌,정면충돌,10,0,3,10,1
강원,홍천군,차대차,측면충돌,측면충돌,104,2,35,136,5
강원,홍천군,차대차,후진중충돌,후진중충돌,3,0,0,5,0
강원,홍천군,차대차,추돌,추돌,56,3,14,86,7
강원,홍천군,차대차,기타,기타,86,0,26,111,4
강원,홍천군,차량단독,전도,전도,3,1,0,2,0
강원,홍천군,차량단독,전복,전복,2,0,2,1,0
강원,홍천군,차량단독,공작물충돌,공작물충돌,11,4,1,12,1
강원,홍천군,차량단독,도로이탈,도로이탈 추락,3,2,0,1,1
강원,홍천군,차량단독,기타,기타,15,0,8,9,3
강원,횡성군,차대사람,횡단중,횡단중,12,1,9,1,1
강원,횡성군,차대사람,차도통행중,차도통행중,3,0,1,2,0
강원,횡성군,차대사람,길가장자리구역통행중,길가장자리구역통행중,2,0,2,0,0
강원,횡성군,차대사람,기타,기타,13,1,10,6,0
강원,횡성군,차대차,정면충돌,정면충돌,24,1,30,28,1
강원,횡성군,차대차,측면충돌,측면충돌,57,0,23,67,0
강원,횡성군,차대차,후진중충돌,후진중충돌,4,0,0,7,0
강원,횡성군,차대차,추돌,추돌,32,1,14,62,2
강원,횡성군,차대차,기타,기타,44,2,20,64,5
강원,횡성군,차량단독,전도,전도,1,0,0,2,0
강원,횡성군,차량단독,공작물충돌,공작물충돌,7,2,5,5,0
강원,횡성군,차량단독,도로이탈,도로이탈 추락,4,1,4,0,0
강원,영월군,차대사람,횡단중,횡단중,19,1,9,5,4
강원,영월군,차대사람,차도통행중,차도통행중,1,0,0,0,1
강원,영월군,차대사람,기타,기타,8,1,1,4,2
강원,영월군,차대차,정면충돌,정면충돌,10,0,2,7,6
강원,영월군,차대차,측면충돌,측면충돌,59,0,25,35,54
강원,영월군,차대차,후진중충돌,후진중충돌,2,0,0,1,1
강원,영월군,차대차,추돌,추돌,23,0,10,29,16
강원,영월군,차대차,기타,기타,7,0,2,7,3
강원,영월군,차량단독,전도,전도,1,0,0,0,1
강원,영월군,차량단독,전복,전복,1,0,0,0,1
강원,영월군,차량단독,공작물충돌,공작물충돌,17,1,6,1,11
강원,영월군,차량단독,도로이탈,도로이탈 추락,5,0,0,0,5
강원,영월군,차량단독,기타,기타,3,1,0,1,2
강원,평창군,차대사람,횡단중,횡단중,10,1,8,1,0
강원,평창군,차대사람,차도통행중,차도통행중,4,1,3,0,0
강원,평창군,차대사람,길가장자리구역통행중,길가장자리구역통행중,1,0,1,0,0
강원,평창군,차대사람,기타,기타,9,0,5,4,1
강원,평창군,차대차,정면충돌,정면충돌,9,0,19,5,0
강원,평창군,차대차,측면충돌,측면충돌,94,1,46,141,4
강원,평창군,차대차,후진중충돌,후진중충돌,3,0,0,6,0
강원,평창군,차대차,추돌,추돌,25,0,5,44,1
강원,평창군,차대차,기타,기타,15,0,6,24,2
강원,평창군,차량단독,전도,전도,5,1,1,3,0
강원,평창군,차량단독,전복,전복,1,1,0,0,0
강원,평창군,차량단독,공작물충돌,공작물충돌,6,0,5,8,0
강원,평창군,차량단독,기타,기타,1,0,1,0,0
강원,정선군,차대사람,횡단중,횡단중,8,0,5,3,0
강원,정선군,차대사람,차도통행중,차도통행중,6,1,3,2,0
강원,정선군,차대사람,길가장자리구역통행중,길가장자리구역통행중,1,0,0,1,0
강원,정선군,차대사람,기타,기타,6,0,2,4,0
강원,정선군,차대차,정면충돌,정면충돌,14,1,18,11,5
강원,정선군,차대차,측면충돌,측면충돌,43,0,10,58,3
강원,정선군,차대차,후진중충돌,후진중충돌,1,0,0,1,0
강원,정선군,차대차,추돌,추돌,15,1,11,17,1
강원,정선군,차대차,기타,기타,10,0,6,7,0
강원,정선군,차량단독,공작물충돌,공작물충돌,3,3,1,0,0
강원,철원군,차대사람,횡단중,횡단중,6,3,4,0,0
강원,철원군,차대사람,차도통행중,차도통행중,1,0,0,1,0
강원,철원군,차대사람,길가장자리구역통행중,길가장자리구역통행중,1,0,0,1,0
강원,철원군,차대사람,보도통행중,보도통행중,1,0,0,2,0
강원,철원군,차대사람,기타,기타,6,1,3,1,1
강원,철원군,차대차,정면충돌,정면충돌,6,0,1,8,0
강원,철원군,차대차,측면충돌,측면충돌,79,4,28,104,0
강원,철원군,차대차,후진중충돌,후진중충돌,6,0,1,7,0
강원,철원군,차대차,추돌,추돌,15,0,4,21,0
강원,철원군,차대차,기타,기타,11,0,8,11,0
강원,철원군,차량단독,전도,전도,4,1,1,2,1
강원,철원군,차량단독,공작물충돌,공작물충돌,5,3,4,3,0
강원,철원군,차량단독,도로이탈,도로이탈 추락,2,0,2,0,0
강원,철원군,차량단독,기타,기타,1,0,1,0,0
강원,화천군,차대사람,횡단중,횡단중,10,1,4,5,0
강원,화천군,차대사람,차도통행중,차도통행중,3,0,2,2,0
강원,화천군,차대사람,길가장자리구역통행중,길가장자리구역통행중,3,2,1,2,0
강원,화천군,차대사람,기타,기타,4,1,0,3,0
강원,화천군,차대차,정면충돌,정면충돌,11,1,9,11,1
강원,화천군,차대차,측면충돌,측면충돌,44,0,18,80,1
강원,화천군,차대차,후진중충돌,후진중충돌,2,0,0,5,0
강원,화천군,차대차,추돌,추돌,11,1,5,15,0
강원,화천군,차대차,기타,기타,3,0,1,2,0
강원,화천군,차량단독,전복,전복,2,0,0,2,0
강원,화천군,차량단독,공작물충돌,공작물충돌,4,2,1,3,0
강원,화천군,차량단독,도로이탈,도로이탈 추락,3,1,2,2,0
강원,화천군,차량단독,도로이탈,도로이탈 기타,1,0,1,0,0
강원,양구군,차대사람,횡단중,횡단중,5,0,3,4,0
강원,양구군,차대사람,차도통행중,차도통행중,2,0,1,1,0
강원,양구군,차대사람,길가장자리구역통행중,길가장자리구역통행중,1,0,1,0,0
강원,양구군,차대사람,기타,기타,8,0,5,3,0
강원,양구군,차대차,정면충돌,정면충돌,13,0,19,21,1
강원,양구군,차대차,측면충돌,측면충돌,32,0,17,31,2
강원,양구군,차대차,후진중충돌,후진중충돌,1,0,0,1,0
강원,양구군,차대차,추돌,추돌,7,0,4,9,2
강원,양구군,차대차,기타,기타,11,0,6,12,1
강원,양구군,차량단독,전도,전도,1,0,1,0,0
강원,양구군,차량단독,공작물충돌,공작물충돌,4,1,3,2,0
강원,양구군,차량단독,기타,기타,3,1,4,2,0
강원,인제군,차대사람,횡단중,횡단중,4,0,3,1,0
강원,인제군,차대사람,차도통행중,차도통행중,2,0,0,2,0
강원,인제군,차대사람,보도통행중,보도통행중,1,1,0,0,0
강원,인제군,차대사람,기타,기타,6,1,5,0,0
강원,인제군,차대차,정면충돌,정면충돌,12,2,11,12,0
강원,인제군,차대차,측면충돌,측면충돌,24,0,17,26,3
강원,인제군,차대차,후진중충돌,후진중충돌,1,0,3,0,0
강원,인제군,차대차,추돌,추돌,21,1,23,15,0
강원,인제군,차대차,기타,기타,12,0,6,9,0
강원,인제군,차량단독,전도,전도,2,0,1,0,1
강원,인제군,차량단독,전복,전복,1,0,0,0,1
강원,인제군,차량단독,공작물충돌,공작물충돌,6,3,3,1,0
강원,인제군,차량단독,도로이탈,도로이탈 추락,1,0,0,4,0
강원,인제군,차량단독,도로이탈,도로이탈 기타,1,0,1,0,0
강원,고성군,차대사람,횡단중,횡단중,4,0,1,2,1
강원,고성군,차대사람,차도통행중,차도통행중,2,0,1,1,0
강원,고성군,차대사람,길가장자리구역통행중,길가장자리구역통행중,3,0,0,3,0
강원,고성군,차대사람,기타,기타,5,0,1,4,0
강원,고성군,차대차,정면충돌,정면충돌,17,1,9,19,1
강원,고성군,차대차,측면충돌,측면충돌,50,0,17,61,0
강원,고성군,차대차,후진중충돌,후진중충돌,2,0,5,3,0
강원,고성군,차대차,추돌,추돌,41,0,14,56,3
강원,고성군,차대차,기타,기타,11,0,1,12,1
강원,고성군,차량단독,전도,전도,2,0,1,0,1
강원,고성군,차량단독,공작물충돌,공작물충돌,1,0,1,1,0
강원,양양군,차대사람,횡단중,횡단중,10,1,4,5,0
강원,양양군,차대사람,차도통행중,차도통행중,10,0,5,5,0
강원,양양군,차대사람,길가장자리구역통행중,길가장자리구역통행중,11,0,5,7,0
강원,양양군,차대사람,보도통행중,보도통행중,1,0,0,1,0
강원,양양군,차대사람,기타,기타,2,0,0,2,0
강원,양양군,차대차,정면충돌,정면충돌,5,0,5,3,0
강원,양양군,차대차,측면충돌,측면충돌,74,2,29,105,6
강원,양양군,차대차,후진중충돌,후진중충돌,2,0,0,4,0
강원,양양군,차대차,추돌,추돌,45,3,7,96,9
강원,양양군,차대차,기타,기타,3,0,1,3,0
강원,양양군,차량단독,전도,전도,1,0,0,1,0
강원,양양군,차량단독,공작물충돌,공작물충돌,10,1,15,11,13
강원,양양군,차량단독,도로이탈,도로이탈 추락,1,0,1,0,0
강원,양양군,차량단독,도로이탈,도로이탈 기타,2,1,2,0,0
