시도,시군구,시간대,사고건수,사망자수,중상자수,경상자수,부상신고자수
충남,당진시,08시-10시,73,5,24,88,1
충남,당진시,10시-12시,75,2,31,78,11
충남,당진시,12시-14시,93,1,52,122,0
충남,당진시,14시-16시,91,6,43,76,3
충남,당진시,16시-18시,104,4,41,101,4
충남,당진시,18시-20시,127,7,58,115,2
충남,당진시,20시-22시,79,4,45,91,2
충남,당진시,22시-24시,51,2,26,59,1
충남,계룡시,00시-02시,1,0,0,1,0
충남,계룡시,04시-06시,2,0,4,0,0
충남,계룡시,06시-08시,1,0,0,1,0
충남,계룡시,08시-10시,5,0,4,2,0
충남,계룡시,10시-12시,4,0,1,9,0
충남,계룡시,12시-14시,5,0,4,3,0
충남,계룡시,14시-16시,10,1,3,13,3
충남,계룡시,16시-18시,7,0,2,17,0
충남,계룡시,18시-20시,10,0,7,10,1
충남,계룡시,20시-22시,2,0,1,1,0
충남,계룡시,22시-24시,8,0,3,7,1
전북,전주시,00시-02시,154,2,53,167,1
전북,전주시,02시-04시,62,1,17,73,1
전북,전주시,04시-06시,85,4,35,100,0
전북,전주시,06시-08시,114,0,58,97,1
전북,전주시,08시-10시,260,2,70,324,3
전북,전주시,10시-12시,220,6,87,230,4
전북,전주시,12시-14시,216,2,73,258,6
전북,전주시,14시-16시,230,5,69,272,3
전북,전주시,16시-18시,284,2,76,340,8
전북,전주시,18시-20시,289,4,73,357,4
전북,전주시,20시-22시,248,4,83,292,4
전북,전주시,22시-24시,203,3,67,235,0
전북,군산시,00시-02시,47,1,10,59,2
전북,군산시,02시-04시,23,1,7,27,0
전북,군산시,04시-06시,34,1,14,39,2
전북,군산시,06시-08시,81,6,21,90,2
전북,군산시,08시-10시,120,1,31,147,7
전북,군산시,10시-12시,111,1,34,138,4
전북,군산시,12시-14시,124,1,48,175,9
전북,군산시,14시-16시,123,1,30,157,5
전북,군산시,16시-18시,185,3,38,248,11
전북,군산시,18시-20시,171,4,41,206,5
전북,군산시,20시-22시,126,4,45,134,10
전북,군산시,22시-24시,80,1,24,92,3
전북,정읍시,00시-02시,8,0,2,9,0
전북,정읍시,02시-04시,6,0,1,17,1
전북,정읍시,04시-06시,17,2,6,13,0
전북,정읍시,06시-08시,51,6,22,45,0
전북,정읍시,08시-10시,72,2,31,63,1
전북,정읍시,10시-12시,62,0,30,60,0
전북,정읍시,12시-14시,72,1,25,80,0
전북,정읍시,14시-16시,73,1,27,99,0
전북,정읍시,16시-18시,76,3,26,91,0
전북,정읍시,18시-20시,82,2,36,103,2
전북,정읍시,20시-22시,45,3,20,41,1
전북,정읍시,22시-24시,32,0,12,40,0
전북,남원시,00시-02시,6,1,7,3,0
전북,남원시,02시-04시,3,0,6,5,0
전북,남원시,04시-06시,5,0,2,5,0
전북,남원시,06시-08시,14,1,6,11,0
전북,남원시,08시-10시,36,0,20,27,0
전북,남원시,10시-12시,28,0,16,35,0
전북,남원시,12시-14시,41,2,26,39,0
전북,남원시,14시-16시,47,1,22,43,0
전북,남원시,16시-18시,50,2,22,38,0
전북,남원시,18시-20시,48,1,24,38,1
전북,남원시,20시-22시,26,0,14,23,0
전북,남원시,22시-24시,7,0,5,2,0
전북,김제시,00시-02시,11,0,0,22,4
전북,김제시,02시-04시,3,0,2,1,0
전북,김제시,04시-06시,13,1,10,14,0
전북,김제시,06시-08시,29,1,14,39,0
전북,김제시,08시-10시,46,1,18,61,2
전북,김제시,10시-12시,58,3,28,80,2
전북,김제시,12시-14시,60,3,23,75,0
전북,김제시,14시-16시,71,4,27,101,1
전북,김제시,16시-18시,74,1,26,111,0
전북,김제시,18시-20시,57,8,13,70,0
전북,김제시,20시-22시,39,1,11,68,2
전북,김제시,22시-24시,20,0,11,36,2
전북,완주군,00시-02시,5,1,0,5,0
전북,완주군,02시-04시,4,0,1,4,0
전북,완주군,04시-06시,7,2,3,8,0
전북,완주군,06시-08시,24,1,9,24,1
전북,완주군,08시-10시,34,3,19,27,1
전북,완주군,10시-12시,31,1,17,28,0
전북,완주군,12시-14시,25,1,9,21,1
전북,완주군,14시-16시,34,1,14,48,0
전북,완주군,16시-18시,31,1,14,31,3
전북,완주군,18시-20시,43,3,18,41,0
전북,완주군,20시-22시,27,2,11,37,1
전북,완주군,22시-24시,13,1,4,22,0
전북,진안군,00시-02시,1,0,1,0,0
전북,진안군,06시-08시,4,0,3,4,0
전북,진안군,08시-10시,8,0,11,17,0
전북,진안군,10시-12시,11,3,8,5,0
전북,진안군,12시-14시,13,3,8,17,0
전북,진안군,14시-16시,10,0,7,7,0
전북,진안군,16시-18시,13,0,10,15,2
전북,진안군,18시-20시,12,1,6,8,1
전북,진안군,20시-22시,2,0,1,1,0
전북,진안군,22시-24시,3,0,2,2,1
전북,무주군,00시-02시,2,0,0,4,0
전북,무주군,06시-08시,6,0,4,2,0
전북,무주군,08시-10시,16,3,16,14,1
전북,무주군,10시-12시,15,1,11,41,2
전북,무주군,12시-14시,20,0,15,22,0
전북,무주군,14시-16시,33,3,20,26,1
전북,무주군,16시-18시,14,2,12,7,0
전북,무주군,18시-20시,9,0,5,5,0
전북,무주군,20시-22시,5,0,1,4,0
전북,무주군,22시-24시,5,0,5,2,0
전북,장수군,00시-02시,2,0,1,1,0
전북,장수군,06시-08시,4,0,4,1,0
전북,장수군,08시-10시,8,0,8,4,0
전북,장수군,10시-12시,5,0,4,2,0
전북,장수군,12시-14시,6,0,3,5,0
전북,장수군,14시-16시,13,3,7,10,0
전북,장수군,16시-18시,7,2,2,8,0
전북,장수군,18시-20시,11,3,5,5,0
전북,장수군,20시-22시,6,2,2,4,0
전북,장수군,22시-24시,3,1,1,1,0
전북,임실군,04시-06시,1,0,1,0,0
전북,임실군,06시-08시,12,1,7,10,0
전북,임실군,08시-10시,12,0,3,12,1
전북,임실군,10시-12시,18,0,10,18,0
전북,임실군,12시-14시,19,0,11,20,1
전북,임실군,14시-16시,18,1,14,19,3
전북,임실군,16시-18시,14,0,3,15,0
전북,임실군,18시-20시,11,2,2,12,0
전북,임실군,20시-22시,6,3,4,10,0
전북,임실군,22시-24시,4,0,1,4,0
전북,순창군,02시-04시,1,0,0,1,0
전북,순창군,06시-08시,6,0,2,6,2
전북,순창군,08시-10시,20,1,3,17,3
전북,순창군,10시-12시,18,0,11,11,3
전북,순창군,12시-14시,15,0,2,14,1
전북,순창군,14시-16시,17,2,7,13,2
전북,순창군,16시-18시,13,2,9,5,2
전북,순창군,18시-20시,12,3,2,7,2
전북,순창군,20시-22시,6,1,4,2,1
전북,순창군,22시-24시,2,0,1,1,0
전북,고창군,00시-02시,4,0,3,5,0
전북,고창군,04시-06시,6,3,10,6,0
전북,고창군,06시-08시,10,4,3,7,0
전북,고창군,08시-10시,19,1,10,24,2
전북,고창군,10시-12시,21,2,7,18,0
전북,고창군,12시-14시,25,0,14,37,0
전북,고창군,14시-16시,30,1,13,32,0
전북,고창군,16시-18시,19,0,9,21,0
전북,고창군,18시-20시,23,1,11,29,0
전북,고창군,20시-22시,11,2,5,7,0
전북,고창군,22시-24시,5,1,3,6,0
전북,부안군,00시-02시,3,1,3,1,0
전북,부안군,02시-04시,3,0,1,4,0
전북,부안군,04시-06시,7,0,5,5,0
전북,부안군,06시-08시,21,1,14,22,0
전북,부안군,08시-10시,36,2,13,45,0
전북,부안군,10시-12시,39,1,22,79,0
전북,부안군,12시-14시,43,3,30,47,0
전북,부안군,14시-16시,40,1,22,49,0
전북,부안군,16시-18시,33,2,10,51,2
전북,부안군,18시-20시,40,1,19,33,0
전북,부안군,20시-22시,24,4,11,18,0
전북,부안군,22시-24시,9,2,2,8,0
전북,익산시,00시-02시,37,0,7,57,1
전북,익산시,02시-04시,28,3,6,32,2
전북,익산시,04시-06시,28,1,9,32,2
전북,익산시,06시-08시,101,2,29,114,1
전북,익산시,08시-10시,140,4,44,130,2
전북,익산시,10시-12시,142,5,47,153,3
전북,익산시,12시-14시,173,1,55,205,2
전북,익산시,14시-16시,151,4,33,181,2
전북,익산시,16시-18시,187,3,54,199,5
전북,익산시,18시-20시,190,5,56,199,6
전북,익산시,20시-22시,135,3,33,151,3
전북,익산시,22시-24시,84,3,25,126,1
전남,목포시,00시-02시,72,0,22,106,0
전남,목포시,02시-04시,40,0,6,71,0
전남,목포시,04시-06시,56,0,17,73,1
전남,목포시,06시-08시,92,4,24,117,3
전남,목포시,08시-10시,179,1,33,252,5
전남,목포시,10시-12시,182,0,34,250,0
전남,목포시,12시-14시,185,0,31,266,7
전남,목포시,14시-16시,230,0,60,322,8
전남,목포시,16시-18시,217,4,35,368,10
전남,목포시,18시-20시,247,0,51,372,14
전남,목포시,20시-22시,193,1,49,277,3
전남,목포시,22시-24시,125,3,25,209,6
전남,여수시,00시-02시,57,4,19,60,2
전남,여수시,02시-04시,29,1,10,37,2
전남,여수시,04시-06시,36,3,14,34,2
전남,여수시,06시-08시,117,3,34,129,1
전남,여수시,08시-10시,149,2,39,181,10
전남,여수시,10시-12시,151,4,49,170,2
전남,여수시,12시-14시,179,1,35,263,12
전남,여수시,14시-16시,190,3,51,239,10
전남,여수시,16시-18시,220,0,52,316,8
전남,여수시,18시-20시,193,4,53,212,1
전남,여수시,20시-22시,148,1,40,179,12
전남,여수시,22시-24시,98,1,14,110,6
전남,순천시,00시-02시,49,0,13,74,5
전남,순천시,02시-04시,34,2,10,36,1
전남,순천시,04시-06시,33,2,12,31,2
전남,순천시,06시-08시,69,0,23,101,3
전남,순천시,08시-10시,152,2,42,171,7
전남,순천시,10시-12시,163,4,47,206,5
전남,순천시,12시-14시,147,3,45,185,4
전남,순천시,14시-16시,177,3,55,242,10
전남,순천시,16시-18시,207,3,62,279,10
전남,순천시,18시-20시,221,3,45,280,22
전남,순천시,20시-22시,123,2,36,138,5
전남,순천시,22시-24시,87,4,25,106,6
전남,나주시,00시-02시,13,1,4,14,1
전남,나주시,02시-04시,6,0,2,10,0
전남,나주시,04시-06시,16,1,6,16,1
전남,나주시,06시-08시,42,1,17,43,1
전남,나주시,08시-10시,71,4,20,109,4
전남,나주시,10시-12시,76,4,22,101,7
전남,나주시,12시-14시,75,2,24,125,1
전남,나주시,14시-16시,74,5,22,97,1
전남,나주시,16시-18시,109,3,27,163,5
전남,나주시,18시-20시,82,1,18,126,4
전남,나주시,20시-22시,47,2,16,58,2
전남,나주시,22시-24시,35,1,8,44,1
전남,광양시,00시-02시,31,0,8,46,4
전남,광양시,02시-04시,12,1,3,9,1
전남,광양시,04시-06시,15,1,5,12,2
전남,광양시,06시-08시,47,1,9,67,5
전남,광양시,08시-10시,78,0,31,85,4
전남,광양시,10시-12시,72,3,23,74,6
전남,광양시,12시-14시,91,1,36,108,3
전남,광양시,14시-16시,78,5,24,79,4
전남,광양시,16시-18시,95,0,35,115,5
전남,광양시,18시-20시,110,3,28,121,6
전남,광양시,20시-22시,53,1,17,66,2
전남,광양시,22시-24시,57,1,17,80,2
전남,담양군,00시-02시,4,0,0,4,3
전남,담양군,02시-04시,3,0,4,0,0
전남,담양군,04시-06시,9,0,2,13,0
전남,담양군,06시-08시,19,1,9,19,1
전남,담양군,08시-10시,44,2,14,52,1
전남,담양군,10시-12시,51,0,14,88,0
전남,담양군,12시-14시,43,1,14,69,4
전남,담양군,14시-16시,56,3,28,76,1
전남,담양군,16시-18시,45,3,12,80,0
전남,담양군,18시-20시,28,1,6,41,2
전남,담양군,20시-22시,9,1,4,11,1
전남,담양군,22시-24시,10,0,5,14,2
전남,곡성군,00시-02시,3,0,0,6,0
전남,곡성군,02시-04시,1,0,0,1,0
전남,곡성군,04시-06시,2,0,2,0,0
전남,곡성군,06시-08시,9,2,1,6,0
전남,곡성군,08시-10시,22,0,13,18,3
전남,곡성군,10시-12시,23,1,19,24,4
전남,곡성군,12시-14시,18,0,11,16,0
전남,곡성군,14시-16시,20,2,4,36,2
전남,곡성군,16시-18시,23,1,23,38,0
전남,곡성군,18시-20시,19,2,8,16,2
전남,곡성군,20시-22시,8,0,5,7,0
전남,곡성군,22시-24시,5,1,3,3,0
전남,구례군,00시-02시,1,0,0,5,0
전남,구례군,06시-08시,6,0,2,6,1
전남,구례군,08시-10시,11,2,2,13,1
전남,구례군,10시-12시,26,0,17,21,2
전남,구례군,12시-14시,27,0,15,29,2
전남,구례군,14시-16시,26,0,12,18,6
전남,구례군,16시-18시,25,1,8,26,2
전남,구례군,18시-20시,11,3,3,15,0
전남,구례군,20시-22시,8,1,3,18,0
전남,구례군,22시-24시,1,0,0,1,0
전남,고흥군,00시-02시,3,1,1,1,0
전남,고흥군,02시-04시,7,0,7,10,0
전남,고흥군,04시-06시,9,1,9,5,0
전남,고흥군,06시-08시,23,4,16,15,0
전남,고흥군,08시-10시,49,1,30,44,2
전남,고흥군,10시-12시,42,2,27,50,1
전남,고흥군,12시-14시,41,1,29,45,1
전남,고흥군,14시-16시,48,2,39,56,3
전남,고흥군,16시-18시,44,0,30,81,8
전남,고흥군,18시-20시,37,4,18,30,1
전남,고흥군,20시-22시,17,0,9,15,1
전남,고흥군,22시-24시,9,1,4,6,1
전남,보성군,00시-02시,3,0,6,5,0
전남,보성군,02시-04시,3,0,1,3,0
전남,보성군,04시-06시,5,0,2,4,0
전남,보성군,06시-08시,14,1,8,17,0
전남,보성군,08시-10시,45,2,15,46,8
전남,보성군,10시-12시,39,4,17,43,5
전남,보성군,12시-14시,40,1,21,41,3
전남,보성군,14시-16시,40,3,23,45,3
전남,보성군,16시-18시,36,2,17,23,3
전남,보성군,18시-20시,31,2,11,30,3
전남,보성군,20시-22시,15,0,3,24,3
전남,보성군,22시-24시,5,0,3,4,0
전남,화순군,00시-02시,4,0,1,7,0
전남,화순군,02시-04시,3,0,0,3,1
전남,화순군,04시-06시,5,1,4,6,1
전남,화순군,06시-08시,14,1,7,17,1
전남,화순군,08시-10시,46,2,14,55,5
전남,화순군,10시-12시,38,1,13,30,6
전남,화순군,12시-14시,46,1,18,51,4
전남,화순군,14시-16시,43,1,13,56,8
전남,화순군,16시-18시,52,1,19,80,5
전남,화순군,18시-20시,46,2,17,51,6
전남,화순군,20시-22시,21,1,7,23,7
전남,화순군,22시-24시,7,0,2,7,1
전남,장흥군,00시-02시,8,0,5,11,0
전남,장흥군,02시-04시,2,0,0,2,0
전남,장흥군,04시-06시,4,0,3,4,0
전남,장흥군,06시-08시,23,3,6,19,0
전남,장흥군,08시-10시,53,2,28,65,1
전남,장흥군,10시-12시,40,0,26,43,0
전남,장흥군,12시-14시,44,0,19,52,1
전남,장흥군,14시-16시,32,2,19,27,2
전남,장흥군,16시-18시,39,2,21,31,2
전남,장흥군,18시-20시,34,1,11,33,0
전남,장흥군,20시-22시,12,1,2,15,1
전남,장흥군,22시-24시,10,0,2,14,1
전남,강진군,00시-02시,2,1,1,0,0
전남,강진군,02시-04시,3,0,0,2,1
전남,강진군,04시-06시,4,0,0,4,0
전남,강진군,06시-08시,17,0,10,12,1
전남,강진군,08시-10시,49,0,19,54,3
전남,강진군,10시-12시,55,0,22,57,7
전남,강진군,12시-14시,38,2,25,42,8
전남,강진군,14시-16시,61,2,28,70,6
전남,강진군,16시-18시,47,0,21,44,5
전남,강진군,18시-20시,29,0,11,40,6
전남,강진군,20시-22시,9,1,1,9,2
전남,강진군,22시-24시,7,0,2,9,1
전남,해남군,00시-02시,9,0,4,13,1
전남,해남군,02시-04시,5,0,2,5,0
전남,해남군,04시-06시,10,0,6,9,0
전남,해남군,06시-08시,32,2,16,30,0
전남,해남군,08시-10시,57,5,26,67,4
전남,해남군,10시-12시,68,4,16,85,2
전남,해남군,12시-14시,51,2,20,66,4
전남,해남군,14시-16시,57,5,16,61,3
전남,해남군,16시-18시,55,1,19,90,4
전남,해남군,18시-20시,49,1,18,69,0
전남,해남군,20시-22시,31,2,9,30,2
전남,해남군,22시-24시,10,0,4,10,1
전남,영암군,00시-02시,10,0,4,10,0
전남,영암군,02시-04시,12,1,4,10,0
전남,영암군,04시-06시,9,0,4,11,0
전남,영암군,06시-08시,46,2,28,105,1
전남,영암군,08시-10시,70,1,21,86,3
전남,영암군,10시-12시,62,1,23,81,1
전남,영암군,12시-14시,43,1,15,55,1
전남,영암군,14시-16시,54,2,20,68,0
전남,영암군,16시-18시,60,0,17,88,1
전남,영암군,18시-20시,69,3,28,113,3
전남,영암군,20시-22시,38,0,9,51,9
전남,영암군,22시-24시,20,0,7,20,2
전남,무안군,00시-02시,10,1,2,20,0
전남,무안군,02시-04시,2,0,0,4,0
전남,무안군,04시-06시,4,1,0,3,0
전남,무안군,06시-08시,19,1,7,23,0
전남,무안군,08시-10시,47,0,9,52,0
전남,무안군,10시-12시,41,3,17,43,0
전남,무안군,12시-14시,55,3,20,62,0
전남,무안군,14시-16시,57,3,15,58,0
전남,무안군,16시-18시,54,1,15,77,1
전남,무안군,18시-20시,59,3,20,63,0
전남,무안군,20시-22시,27,0,6,34,0
전남,무안군,22시-24시,20,1,1,27,0
전남,함평군,00시-02시,6,0,2,8,1
전남,함평군,02시-04시,2,0,1,0,1
전남,함평군,06시-08시,8,0,4,6,2
전남,함평군,08시-10시,27,0,8,23,7
전남,함평군,10시-12시,27,0,10,32,8
전남,함평군,12시-14시,31,0,9,32,7
전남,함평군,14시-16시,26,2,5,26,5
전남,함평군,16시-18시,24,1,13,20,6
전남,함평군,18시-20시,26,6,8,28,4
전남,함평군,20시-22시,7,0,3,4,1
전남,함평군,22시-24시,9,0,2,10,1
전남,영광군,00시-02시,3,0,1,5,2
전남,영광군,02시-04시,2,0,0,2,0
전남,영광군,04시-06시,4,0,0,5,7
전남,영광군,06시-08시,17,1,7,16,0
전남,영광군,08시-10시,23,1,10,22,2
전남,영광군,10시-12시,35,2,14,33,3
전남,영광군,12시-14시,25,1,9,24,6
전남,영광군,14시-16시,31,1,20,38,0
전남,영광군,16시-18시,28,1,8,38,3
전남,영광군,18시-20시,32,3,14,21,5
전남,영광군,20시-22시,17,1,6,16,0
전남,영광군,22시-24시,8,0,2,7,1
전남,장성군,00시-02시,5,0,0,11,2
전남,장성군,02시-04시,7,0,3,6,0
전남,장성군,04시-06시,9,0,9,7,1
전남,장성군,06시-08시,20,0,7,25,2
전남,장성군,08시-10시,33,1,13,42,4
전남,장성군,10시-12시,35,2,15,46,1
전남,장성군,12시-14시,32,2,10,37,4
전남,장성군,14시-16시,37,0,12,65,4
전남,장성군,16시-18시,40,1,17,45,5
전남,장성군,18시-20시,27,1,10,31,0
전남,장성군,20시-22시,14,0,9,13,5
전남,장성군,22시-24시,11,0,6,8,1
전남,완도군,00시-02시,3,0,1,2,0
전남,완도군,02시-04시,2,0,1,1,0
전남,완도군,04시-06시,3,0,0,3,0
전남,완도군,06시-08시,14,0,6,16,0
전남,완도군,08시-10시,27,0,19,21,0
전남,완도군,10시-12시,22,0,12,23,0
전남,완도군,12시-14시,21,2,9,21,0
전남,완도군,14시-16시,35,1,14,40,1
전남,완도군,16시-18시,18,0,4,16,0
전남,완도군,18시-20시,20,1,10,33,0
전남,완도군,20시-22시,12,0,2,19,0
전남,완도군,22시-24시,9,0,2,23,0
전남,진도군,00시-02시,3,3,2,5,0
전남,진도군,02시-04시,1,1,0,4,0
전남,진도군,04시-06시,2,0,2,2,0
전남,진도군,06시-08시,11,2,8,9,0
전남,진도군,08시-10시,21,0,7,29,0
전남,진도군,10시-12시,19,1,12,21,0
전남,진도군,12시-14시,16,0,7,14,1
전남,진도군,14시-16시,24,1,17,24,0
전남,진도군,16시-18시,15,0,4,18,0
전남,진도군,18시-20시,15,4,4,10,1
전남,진도군,20시-22시,9,0,7,8,0
전남,진도군,22시-24시,4,0,2,5,0
전남,신안군,00시-02시,4,0,6,4,2
전남,신안군,02시-04시,1,0,2,1,0
전남,신안군,04시-06시,2,0,0,3,0
전남,신안군,06시-08시,14,1,11,6,0
전남,신안군,08시-10시,16,0,5,19,0
전남,신안군,10시-12시,26,0,7,38,0
전남,신안군,12시-14시,16,0,6,37,0
전남,신안군,14시-16시,18,0,6,27,1
전남,신안군,16시-18시,16,0,7,31,2
전남,신안군,18시-20시,21,0,15,22,0
전남,신안군,20시-22시,6,2,4,6,0
전남,신안군,22시-24시,1,0,0,1,0
경북,포항시,00시-02시,84,0,29,85,2
경북,포항시,02시-04시,75,2,35,98,4
경북,포항시,04시-06시,48,4,17,43,3
경북,포항시,06시-08시,136,2,44,138,9
경북,포항시,08시-10시,274,0,92,352,28
경북,포항시,10시-12시,298,5,92,345,21
경북,포항시,12시-14시,291,0,83,336,33
경북,포항시,14시-16시,318,3,102,347,34
경북,포항시,16시-18시,371,8,87,414,22
경북,포항시,18시-20시,435,6,122,504,40
경북,포항시,20시-22시,267,2,72,322,23
경북,포항시,22시-24시,180,1,64,203,24
경북,경주시,00시-02시,56,2,23,38,6
경북,경주시,02시-04시,31,0,17,23,3
경북,경주시,04시-06시,38,2,17,30,3
경북,경주시,06시-08시,95,4,46,71,7
경북,경주시,08시-10시,175,3,89,155,16
경북,경주시,10시-12시,220,9,103,232,20
경북,경주시,12시-14시,181,2,66,217,22
경북,경주시,14시-16시,249,1,122,260,25
경북,경주시,16시-18시,242,2,135,251,24
경북,경주시,18시-20시,216,3,98,225,26
경북,경주시,20시-22시,155,4,56,150,12
경북,경주시,22시-24시,83,3,42,78,6
경북,김천시,00시-02시,12,0,6,13,0
경북,김천시,02시-04시,9,0,1,9,0
경북,김천시,04시-06시,10,3,8,8,0
경북,김천시,06시-08시,41,1,15,35,0
경북,김천시,08시-10시,81,1,34,76,0
경북,김천시,10시-12시,87,1,44,83,2
경북,김천시,12시-14시,71,1,27,75,3
경북,김천시,14시-16시,83,2,38,67,2
경북,김천시,16시-18시,109,2,34,117,2
경북,김천시,18시-20시,89,2,35,77,3
경북,김천시,20시-22시,57,2,22,64,2
경북,김천시,22시-24시,34,2,14,35,1
경북,안동시,00시-02시,36,4,15,31,2
경북,안동시,02시-04시,16,0,4,24,0
경북,안동시,04시-06시,18,0,3,23,0
경북,안동시,06시-08시,60,0,30,64,3
경북,안동시,08시-10시,111,3,36,122,6
경북,안동시,10시-12시,124,3,43,139,8
경북,안동시,12시-14시,101,5,39,107,8
경북,안동시,14시-16시,133,3,46,138,8
경북,안동시,16시-18시,154,4,71,150,5
경북,안동시,18시-20시,154,5,62,155,15
경북,안동시,20시-22시,94,2,34,90,7
경북,안동시,22시-24시,44,2,15,59,0
경북,구미시,00시-02시,93,4,32,96,17
경북,구미시,02시-04시,53,1,27,51,6
경북,구미시,04시-06시,46,1,18,37,10
경북,구미시,06시-08시,119,2,46,103,14
경북,구미시,08시-10시,222,3,75,233,22
경북,구미시,10시-12시,159,2,52,165,20
경북,구미시,12시-14시,190,3,74,177,31
경북,구미시,14시-16시,224,1,56,236,43
경북,구미시,16시-18시,250,4,84,237,39
경북,구미시,18시-20시,303,2,122,271,41
경북,구미시,20시-22시,212,4,78,207,26
경북,구미시,22시-24시,156,3,52,176,15
경북,영주시,00시-02시,12,0,4,12,0
경북,영주시,02시-04시,7,1,4,2,2
경북,영주시,04시-06시,14,1,11,8,2
경북,영주시,06시-08시,22,0,17,13,2
경북,영주시,08시-10시,46,1,14,38,9
경북,영주시,10시-12시,65,0,20,57,9
경북,영주시,12시-14시,75,1,26,56,13
경북,영주시,14시-16시,68,1,32,51,11
경북,영주시,16시-18시,82,0,32,65,9
경북,영주시,18시-20시,92,4,32,84,10
경북,영주시,20시-22시,44,2,14,35,8
경북,영주시,22시-24시,28,0,6,29,4
경북,영천시,00시-02시,15,1,2,29,0
경북,영천시,02시-04시,9,1,0,14,0
경북,영천시,04시-06시,18,1,8,22,0
경북,영천시,06시-08시,49,0,15,65,6
경북,영천시,08시-10시,92,2,28,113,5
경북,영천시,10시-12시,90,2,30,117,4
경북,영천시,12시-14시,77,1,17,110,7
경북,영천시,14시-16시,123,5,44,140,14
경북,영천시,16시-18시,126,1,46,188,6
경북,영천시,18시-20시,109,5,35,121,2
경북,영천시,20시-22시,52,3,16,81,4
경북,영천시,22시-24시,33,1,13,47,2
경북,문경시,00시-02시,10,0,3,10,2
경북,문경시,02시-04시,4,0,3,2,0
경북,문경시,04시-06시,6,2,1,3,0
경북,문경시,06시-08시,16,0,9,15,0
경북,문경시,08시-10시,48,0,22,51,1
경북,문경시,10시-12시,54,0,17,88,0
경북,문경시,12시-14시,56,1,24,69,2
경북,문경시,14시-16시,53,4,18,67,0
경북,문경시,16시-18시,61,1,16,69,7
경북,문경시,18시-20시,53,0,18,50,3
경북,문경시,20시-22시,25,0,5,27,0
경북,문경시,22시-24시,20,0,7,21,1
경북,상주시,00시-02시,10,1,8,12,0
경북,상주시,02시-04시,6,0,4,2,0
경북,상주시,04시-06시,10,2,6,10,0
경북,상주시,06시-08시,33,0,18,37,0
경북,상주시,08시-10시,74,3,35,78,0
경북,상주시,10시-12시,73,4,37,64,0
경북,상주시,12시-14시,91,5,43,90,0
경북,상주시,14시-16시,94,4,33,89,1
경북,상주시,16시-18시,91,4,35,90,0
경북,상주시,18시-20시,96,2,40,89,0
경북,상주시,20시-22시,41,1,20,33,0
경북,상주시,22시-24시,11,0,3,16,0
경북,군위군,02시-04시,1,0,0,1,0
경북,군위군,04시-06시,6,7,25,19,1
경북,군위군,06시-08시,6,0,3,3,0
경북,군위군,08시-10시,21,3,8,16,0
경북,군위군,10시-12시,23,2,11,21,1
경북,군위군,12시-14시,14,3,13,6,0
경북,군위군,14시-16시,15,1,11,12,0
경북,군위군,16시-18시,22,1,8,27,0
경북,군위군,18시-20시,17,1,7,15,0
경북,군위군,20시-22시,8,0,3,12,0
경북,군위군,22시-24시,2,0,4,0,0
경북,의성군,00시-02시,5,0,2,5,0
경북,의성군,02시-04시,3,1,4,0,0
경북,의성군,04시-06시,3,0,0,3,0
경북,의성군,06시-08시,12,1,7,6,0
경북,의성군,08시-10시,32,1,16,30,0
경북,의성군,10시-12시,42,5,30,26,0
경북,의성군,12시-14시,39,5,31,14,0
경북,의성군,14시-16시,25,2,14,18,0
경북,의성군,16시-18시,35,1,28,23,0
경북,의성군,18시-20시,27,4,21,25,0
경북,의성군,20시-22시,12,0,5,15,0
경북,의성군,22시-24시,6,0,0,11,0
경북,청송군,00시-02시,2,0,1,1,0
경북,청송군,02시-04시,1,0,1,0,0
경북,청송군,06시-08시,3,1,3,0,0
경북,청송군,08시-10시,10,1,8,4,0
경북,청송군,10시-12시,14,1,14,8,0
경북,청송군,12시-14시,13,0,10,13,0
경북,청송군,14시-16시,16,0,11,13,0
경북,청송군,16시-18시,12,1,6,10,0
경북,청송군,18시-20시,10,1,4,6,1
경북,청송군,20시-22시,5,1,3,6,0
경북,청송군,22시-24시,3,1,2,1,0
경북,영양군,00시-02시,1,0,0,1,0
경북,영양군,02시-04시,2,0,0,1,1
경북,영양군,04시-06시,1,0,0,2,0
경북,영양군,06시-08시,5,0,2,6,0
경북,영양군,08시-10시,9,0,2,10,2
경북,영양군,10시-12시,11,1,6,7,1
경북,영양군,12시-14시,8,0,3,5,0
경북,영양군,14시-16시,11,1,7,10,0
경북,영양군,16시-18시,5,0,4,1,0
경북,영양군,18시-20시,5,0,2,8,0
경북,영양군,20시-22시,4,0,4,7,0
경북,영양군,22시-24시,2,0,1,1,1
경북,영덕군,00시-02시,3,1,0,1,1
경북,영덕군,02시-04시,7,0,4,3,1
경북,영덕군,04시-06시,4,0,2,2,0
경북,영덕군,06시-08시,9,0,4,15,0
경북,영덕군,08시-10시,34,1,12,30,3
경북,영덕군,10시-12시,33,2,10,36,3
경북,영덕군,12시-14시,22,1,8,19,2
경북,영덕군,14시-16시,31,1,18,31,2
경북,영덕군,16시-18시,35,1,18,32,1
경북,영덕군,18시-20시,28,1,11,25,4
경북,영덕군,20시-22시,20,1,9,22,2
경북,영덕군,22시-24시,8,0,1,10,2
